year,month,date_of_month,day_of_week,births,weekend
1994,december,23,friday,10087,FALSE
1994,december,24,saturday,7898,TRUE
1994,december,25,sunday,7192,TRUE
1994,december,26,monday,8454,FALSE
1994,december,27,tuesday,11131,FALSE
1994,december,28,wednesday,12398,FALSE
1994,december,29,thursday,12189,FALSE
1994,december,30,friday,12051,FALSE
1994,december,31,saturday,8809,TRUE
1995,january,1,sunday,7828,TRUE
1995,january,2,monday,7883,FALSE
1995,january,3,tuesday,9999,FALSE
1995,january,4,wednesday,11315,FALSE
1995,january,5,thursday,11243,FALSE
1995,january,6,friday,11506,FALSE
1995,january,7,saturday,8681,TRUE
1995,january,8,sunday,7821,TRUE
1995,january,9,monday,10434,FALSE
1995,january,10,tuesday,11665,FALSE
1995,january,11,wednesday,11279,FALSE
1995,january,12,thursday,11416,FALSE
1995,january,13,friday,11071,FALSE
1995,january,14,saturday,8887,TRUE
1995,january,15,sunday,7988,TRUE
1995,january,16,monday,10417,FALSE
1995,january,17,tuesday,11345,FALSE
1995,january,18,wednesday,11252,FALSE
1995,january,19,thursday,11331,FALSE
1995,january,20,friday,11481,FALSE
1995,january,21,saturday,8746,TRUE
1995,january,22,sunday,7956,TRUE
1995,january,23,monday,10640,FALSE
1995,january,24,tuesday,11344,FALSE
1995,january,25,wednesday,11096,FALSE
1995,january,26,thursday,11380,FALSE
1995,january,27,friday,11340,FALSE
1995,january,28,saturday,8781,TRUE
1995,january,29,sunday,8009,TRUE
1995,january,30,monday,10515,FALSE
1995,january,31,tuesday,11364,FALSE
1995,february,1,wednesday,11279,FALSE
1995,february,2,thursday,11490,FALSE
1995,february,3,friday,11264,FALSE
1995,february,4,saturday,8769,TRUE
1995,february,5,sunday,8017,TRUE
1995,february,6,monday,10587,FALSE
1995,february,7,tuesday,11483,FALSE
1995,february,8,wednesday,11205,FALSE
1995,february,9,thursday,11282,FALSE
1995,february,10,friday,11615,FALSE
1995,february,11,saturday,8949,TRUE
1995,february,12,sunday,8007,TRUE
1995,february,13,monday,10351,FALSE
1995,february,14,tuesday,12454,FALSE
1995,february,15,wednesday,11828,FALSE
1995,february,16,thursday,11657,FALSE
1995,february,17,friday,11625,FALSE
1995,february,18,saturday,8788,TRUE
1995,february,19,sunday,8038,TRUE
1995,february,20,monday,10258,FALSE
1995,february,21,tuesday,11582,FALSE
1995,february,22,wednesday,11716,FALSE
1995,february,23,thursday,11786,FALSE
1995,february,24,friday,11671,FALSE
1995,february,25,saturday,8829,TRUE
1995,february,26,sunday,8183,TRUE
1995,february,27,monday,10702,FALSE
1995,february,28,tuesday,11679,FALSE
1995,march,1,wednesday,11540,FALSE
1995,march,2,thursday,11377,FALSE
1995,march,3,friday,11649,FALSE
1995,march,4,saturday,8807,TRUE
1995,march,5,sunday,7984,TRUE
1995,march,6,monday,10810,FALSE
1995,march,7,tuesday,12115,FALSE
1995,march,8,wednesday,11618,FALSE
1995,march,9,thursday,11380,FALSE
1995,march,10,friday,11827,FALSE
1995,march,11,saturday,8744,TRUE
1995,march,12,sunday,7859,TRUE
1995,march,13,monday,10609,FALSE
1995,march,14,tuesday,11750,FALSE
1995,march,15,wednesday,11736,FALSE
1995,march,16,thursday,11751,FALSE
1995,march,17,friday,11953,FALSE
1995,march,18,saturday,8538,TRUE
1995,march,19,sunday,7787,TRUE
1995,march,20,monday,10588,FALSE
1995,march,21,tuesday,11837,FALSE
1995,march,22,wednesday,11485,FALSE
1995,march,23,thursday,11435,FALSE
1995,march,24,friday,11329,FALSE
1995,march,25,saturday,8628,TRUE
1995,march,26,sunday,7614,TRUE
1995,march,27,monday,10541,FALSE
1995,march,28,tuesday,11563,FALSE
1995,march,29,wednesday,11125,FALSE
1995,march,30,thursday,11205,FALSE
1995,march,31,friday,11319,FALSE
1995,april,1,saturday,8398,TRUE
1995,april,2,sunday,7547,TRUE
1995,april,3,monday,10651,FALSE
1995,april,4,tuesday,11960,FALSE
1995,april,5,wednesday,11475,FALSE
1995,april,6,thursday,11429,FALSE
1995,april,7,friday,11587,FALSE
1995,april,8,saturday,8588,TRUE
1995,april,9,sunday,7839,TRUE
1995,april,10,monday,10930,FALSE
1995,april,11,tuesday,11939,FALSE
1995,april,12,wednesday,11750,FALSE
1995,april,13,thursday,11411,FALSE
1995,april,14,friday,10687,FALSE
1995,april,15,saturday,8492,TRUE
1995,april,16,sunday,7503,TRUE
1995,april,17,monday,10640,FALSE
1995,april,18,tuesday,11652,FALSE
1995,april,19,wednesday,11680,FALSE
1995,april,20,thursday,11504,FALSE
1995,april,21,friday,11445,FALSE
1995,april,22,saturday,8560,TRUE
1995,april,23,sunday,7749,TRUE
1995,april,24,monday,11014,FALSE
1995,april,25,tuesday,11811,FALSE
1995,april,26,wednesday,11551,FALSE
1995,april,27,thursday,11601,FALSE
1995,april,28,friday,11457,FALSE
1995,april,29,saturday,8492,TRUE
1995,april,30,sunday,7777,TRUE
1995,may,1,monday,11090,FALSE
1995,may,2,tuesday,12119,FALSE
1995,may,3,wednesday,11502,FALSE
1995,may,4,thursday,11800,FALSE
1995,may,5,friday,11718,FALSE
1995,may,6,saturday,8565,TRUE
1995,may,7,sunday,7965,TRUE
1995,may,8,monday,10790,FALSE
1995,may,9,tuesday,11728,FALSE
1995,may,10,wednesday,11723,FALSE
1995,may,11,thursday,11723,FALSE
1995,may,12,friday,11625,FALSE
1995,may,13,saturday,8802,TRUE
1995,may,14,sunday,8165,TRUE
1995,may,15,monday,11143,FALSE
1995,may,16,tuesday,12101,FALSE
1995,may,17,wednesday,12085,FALSE
1995,may,18,thursday,11872,FALSE
1995,may,19,friday,11692,FALSE
1995,may,20,saturday,8721,TRUE
1995,may,21,sunday,8096,TRUE
1995,may,22,monday,11250,FALSE
1995,may,23,tuesday,12539,FALSE
1995,may,24,wednesday,12193,FALSE
1995,may,25,thursday,12285,FALSE
1995,may,26,friday,12246,FALSE
1995,may,27,saturday,8795,TRUE
1995,may,28,sunday,8167,TRUE
1995,may,29,monday,8379,FALSE
1995,may,30,tuesday,11271,FALSE
1995,may,31,wednesday,12393,FALSE
1995,june,1,thursday,12243,FALSE
1995,june,2,friday,11991,FALSE
1995,june,3,saturday,9069,TRUE
1995,june,4,sunday,8059,TRUE
1995,june,5,monday,11152,FALSE
1995,june,6,tuesday,12119,FALSE
1995,june,7,wednesday,11774,FALSE
1995,june,8,thursday,12031,FALSE
1995,june,9,friday,11645,FALSE
1995,june,10,saturday,8719,TRUE
1995,june,11,sunday,8149,TRUE
1995,june,12,monday,11169,FALSE
1995,june,13,tuesday,11790,FALSE
1995,june,14,wednesday,11958,FALSE
1995,june,15,thursday,11906,FALSE
1995,june,16,friday,11856,FALSE
1995,june,17,saturday,8821,TRUE
1995,june,18,sunday,8203,TRUE
1995,june,19,monday,11223,FALSE
1995,june,20,tuesday,12395,FALSE
1995,june,21,wednesday,12049,FALSE
1995,june,22,thursday,11799,FALSE
1995,june,23,friday,11942,FALSE
1995,june,24,saturday,9065,TRUE
1995,june,25,sunday,8279,TRUE
1995,june,26,monday,11127,FALSE
1995,june,27,tuesday,12349,FALSE
1995,june,28,wednesday,12162,FALSE
1995,june,29,thursday,12423,FALSE
1995,june,30,friday,12338,FALSE
1995,july,1,saturday,9283,TRUE
1995,july,2,sunday,8256,TRUE
1995,july,3,monday,10623,FALSE
1995,july,4,tuesday,9374,FALSE
1995,july,5,wednesday,11399,FALSE
1995,july,6,thursday,12855,FALSE
1995,july,7,friday,12954,FALSE
1995,july,8,saturday,9438,TRUE
1995,july,9,sunday,8506,TRUE
1995,july,10,monday,11618,FALSE
1995,july,11,tuesday,12552,FALSE
1995,july,12,wednesday,12167,FALSE
1995,july,13,thursday,12253,FALSE
1995,july,14,friday,12659,FALSE
1995,july,15,saturday,9391,TRUE
1995,july,16,sunday,8516,TRUE
1995,july,17,monday,11461,FALSE
1995,july,18,tuesday,12495,FALSE
1995,july,19,wednesday,12129,FALSE
1995,july,20,thursday,12598,FALSE
1995,july,21,friday,12428,FALSE
1995,july,22,saturday,9328,TRUE
1995,july,23,sunday,8483,TRUE
1995,july,24,monday,11501,FALSE
1995,july,25,tuesday,12580,FALSE
1995,july,26,wednesday,12316,FALSE
1995,july,27,thursday,12309,FALSE
1995,july,28,friday,12442,FALSE
1995,july,29,saturday,9277,TRUE
1995,july,30,sunday,8384,TRUE
1995,july,31,monday,11298,FALSE
1995,august,1,tuesday,12442,FALSE
1995,august,2,wednesday,12249,FALSE
1995,august,3,thursday,12193,FALSE
1995,august,4,friday,12186,FALSE
1995,august,5,saturday,9267,TRUE
1995,august,6,sunday,8346,TRUE
1995,august,7,monday,11223,FALSE
1995,august,8,tuesday,12441,FALSE
1995,august,9,wednesday,12217,FALSE
1995,august,10,thursday,12243,FALSE
1995,august,11,friday,12154,FALSE
1995,august,12,saturday,9153,TRUE
1995,august,13,sunday,8421,TRUE
1995,august,14,monday,11297,FALSE
1995,august,15,tuesday,12760,FALSE
1995,august,16,wednesday,12244,FALSE
1995,august,17,thursday,12345,FALSE
1995,august,18,friday,12362,FALSE
1995,august,19,saturday,9265,TRUE
1995,august,20,sunday,8434,TRUE
1995,august,21,monday,11436,FALSE
1995,august,22,tuesday,12612,FALSE
1995,august,23,wednesday,12083,FALSE
1995,august,24,thursday,12381,FALSE
1995,august,25,friday,12208,FALSE
1995,august,26,saturday,9155,TRUE
1995,august,27,sunday,8509,TRUE
1995,august,28,monday,11473,FALSE
1995,august,29,tuesday,12522,FALSE
1995,august,30,wednesday,12631,FALSE
1995,august,31,thursday,12485,FALSE
1995,september,1,friday,12439,FALSE
1995,september,2,saturday,9079,TRUE
1995,september,3,sunday,8438,TRUE
1995,september,4,monday,8441,FALSE
1995,september,5,tuesday,11682,FALSE
1995,september,6,wednesday,12951,FALSE
1995,september,7,thursday,12924,FALSE
1995,september,8,friday,12939,FALSE
1995,september,9,saturday,9714,TRUE
1995,september,10,sunday,8568,TRUE
1995,september,11,monday,11480,FALSE
1995,september,12,tuesday,12583,FALSE
1995,september,13,wednesday,12173,FALSE
1995,september,14,thursday,12789,FALSE
1995,september,15,friday,13023,FALSE
1995,september,16,saturday,9535,TRUE
1995,september,17,sunday,8757,TRUE
1995,september,18,monday,11729,FALSE
1995,september,19,tuesday,12692,FALSE
1995,september,20,wednesday,12571,FALSE
1995,september,21,thursday,12663,FALSE
1995,september,22,friday,12813,FALSE
1995,september,23,saturday,9341,TRUE
1995,september,24,sunday,8659,TRUE
1995,september,25,monday,11552,FALSE
1995,september,26,tuesday,12814,FALSE
1995,september,27,wednesday,12605,FALSE
1995,september,28,thursday,12845,FALSE
1995,september,29,friday,12316,FALSE
1995,september,30,saturday,8988,TRUE
1995,october,1,sunday,8545,TRUE
1995,october,2,monday,11650,FALSE
1995,october,3,tuesday,12375,FALSE
1995,october,4,wednesday,12016,FALSE
1995,october,5,thursday,12245,FALSE
1995,october,6,friday,12081,FALSE
1995,october,7,saturday,9048,TRUE
1995,october,8,sunday,7997,TRUE
1995,october,9,monday,10892,FALSE
1995,october,10,tuesday,12273,FALSE
1995,october,11,wednesday,11843,FALSE
1995,october,12,thursday,12002,FALSE
1995,october,13,friday,11078,FALSE
1995,october,14,saturday,8920,TRUE
1995,october,15,sunday,7996,TRUE
1995,october,16,monday,10840,FALSE
1995,october,17,tuesday,11974,FALSE
1995,october,18,wednesday,11693,FALSE
1995,october,19,thursday,11463,FALSE
1995,october,20,friday,11610,FALSE
1995,october,21,saturday,8673,TRUE
1995,october,22,sunday,7827,TRUE
1995,october,23,monday,10770,FALSE
1995,october,24,tuesday,11916,FALSE
1995,october,25,wednesday,11573,FALSE
1995,october,26,thursday,11534,FALSE
1995,october,27,friday,11449,FALSE
1995,october,28,saturday,8633,TRUE
1995,october,29,sunday,7876,TRUE
1995,october,30,monday,10480,FALSE
1995,october,31,tuesday,10740,FALSE
1995,november,1,wednesday,11702,FALSE
1995,november,2,thursday,11746,FALSE
1995,november,3,friday,11368,FALSE
1995,november,4,saturday,8438,TRUE
1995,november,5,sunday,7868,TRUE
1995,november,6,monday,10809,FALSE
1995,november,7,tuesday,12038,FALSE
1995,november,8,wednesday,11702,FALSE
1995,november,9,thursday,11441,FALSE
1995,november,10,friday,11246,FALSE
1995,november,11,saturday,8522,TRUE
1995,november,12,sunday,7891,TRUE
1995,november,13,monday,10534,FALSE
1995,november,14,tuesday,11455,FALSE
1995,november,15,wednesday,11629,FALSE
1995,november,16,thursday,11436,FALSE
1995,november,17,friday,11410,FALSE
1995,november,18,saturday,8493,TRUE
1995,november,19,sunday,7772,TRUE
1995,november,20,monday,11476,FALSE
1995,november,21,tuesday,12503,FALSE
1995,november,22,wednesday,11304,FALSE
1995,november,23,thursday,7754,FALSE
1995,november,24,friday,9125,FALSE
1995,november,25,saturday,8115,TRUE
1995,november,26,sunday,7500,TRUE
1995,november,27,monday,10979,FALSE
1995,november,28,tuesday,12002,FALSE
1995,november,29,wednesday,11344,FALSE
1995,november,30,thursday,11215,FALSE
1995,december,1,friday,11206,FALSE
1995,december,2,saturday,8429,TRUE
1995,december,3,sunday,7703,TRUE
1995,december,4,monday,10346,FALSE
1995,december,5,tuesday,11676,FALSE
1995,december,6,wednesday,11188,FALSE
1995,december,7,thursday,11242,FALSE
1995,december,8,friday,11166,FALSE
1995,december,9,saturday,8201,TRUE
1995,december,10,sunday,7595,TRUE
1995,december,11,monday,10429,FALSE
1995,december,12,tuesday,11784,FALSE
1995,december,13,wednesday,11191,FALSE
1995,december,14,thursday,11403,FALSE
1995,december,15,friday,11458,FALSE
1995,december,16,saturday,8509,TRUE
1995,december,17,sunday,7759,TRUE
1995,december,18,monday,11139,FALSE
1995,december,19,tuesday,12501,FALSE
1995,december,20,wednesday,12043,FALSE
1995,december,21,thursday,11944,FALSE
1995,december,22,friday,11204,FALSE
1995,december,23,saturday,8058,TRUE
1995,december,24,sunday,6999,TRUE
1995,december,25,monday,7027,FALSE
1995,december,26,tuesday,9447,FALSE
1995,december,27,wednesday,11897,FALSE
1995,december,28,thursday,12530,FALSE
1995,december,29,friday,12207,FALSE
1995,december,30,saturday,9093,TRUE
1995,december,31,sunday,7596,TRUE
1996,january,1,monday,7683,FALSE
1996,january,2,tuesday,9408,FALSE
1996,january,3,wednesday,10954,FALSE
1996,january,4,thursday,11308,FALSE
